anno,Limitazioni gravi,Limitazioni non gravi,Senza limitazioni,Non indicato,Totale,file,tavola,pagina,regione
2009,4.4,14.9,69.8,10.9,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2010,4.1,14.9,70.3,10.6,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2011,4.6,14,73,8.4,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2012,5.3,14.5,72.6,7.6,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2013,4.7,16.2,73,6,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2014,4.5,16.4,73.4,5.6,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2015,4.2,17.4,72.2,6.3,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2016,4.4,17.3,72.2,6,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2017,5.1,16.2,72.4,6.3,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2018,4.3,17.2,73.9,4.5,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2019,3.5,17.8,74.4,4.3,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Trentino Alto Adige / Südtirol
2009,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2010,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2011,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2012,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2013,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2014,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2015,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2016,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2017,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2018,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2019,#,#,#,#,#,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Trentino Alto Adige / Südtirol
2009,4.1,12.8,75,8.1,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2010,4.4,13.6,73.3,8.7,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2011,4,14,73.9,8.1,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2012,3.8,13.4,75.6,7.2,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2013,4.3,14.2,74.2,7.3,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2014,4.5,14.5,73.3,7.7,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2015,4.1,14.2,73.1,8.6,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2016,3.5,14.6,72.7,9.2,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2017,3.2,15.5,74.1,7.2,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2018,4.1,15.1,75.2,5.5,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2019,4.3,14,76,5.7,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Veneto
2009,5.8,16.6,69.7,7.9,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2010,6.4,16.2,69,8.4,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2011,6.4,16.7,69.1,7.8,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2012,6.4,16.9,69.8,6.9,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2013,5.6,17,70.5,6.9,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2014,5.1,17.6,69.8,7.5,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2015,5.5,16.6,68.8,9.1,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2016,5.7,16.4,69.2,8.7,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2017,5.6,18,70.7,5.7,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2018,5.5,18.9,70.4,5.1,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2019,5.6,17.5,70.8,6,100,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Veneto
2009,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2010,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2011,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2012,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2013,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2014,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2015,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2016,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2017,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2018,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2019,#,#,#,#,#,g1V30927R09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Veneto
2009,4.2,13.5,70.3,11.9,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2010,4.7,14.5,69.9,10.9,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2011,4.7,14.3,73.6,7.4,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2012,5.2,12.6,72.6,9.6,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2013,4.3,12.7,71.7,11.3,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2014,3.9,13.1,72.9,10,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2015,3.7,12.9,72.1,11.3,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2016,3.7,13.9,72.2,10.2,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2017,3.6,15.2,75.5,5.7,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2018,3.2,17.3,74.6,4.9,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2019,4,16.2,74.5,5.4,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Friuli-Venezia Giulia
2009,5.8,18.2,66.4,9.7,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2010,5.8,17.2,67.6,9.4,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2011,6,17.3,69.1,7.5,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2012,6.9,16.1,67.2,9.8,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2013,6.2,16,66,11.8,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2014,6.8,17.7,65.9,9.6,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2015,7.1,17.1,66.1,9.7,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2016,5.5,16.2,68.2,10.1,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2017,5.3,18.9,69.2,6.6,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2018,6.6,19.3,68.5,5.5,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2019,6.7,17.6,69.8,5.9,100,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Friuli-Venezia Giulia
2009,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2010,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2011,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2012,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2013,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2014,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2015,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2016,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2017,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2018,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2019,#,#,#,#,#,g1V30927R09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Friuli-Venezia Giulia
2009,4.6,14.1,75.7,5.5,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2010,4,14,75.5,6.5,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2011,4.1,14.4,74.9,6.6,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2012,4.3,13.5,74.7,7.5,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2013,4.1,13.5,75.1,7.3,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2014,4.3,13.1,76.6,6,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2015,4.8,13.6,76.7,4.9,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2016,4.4,14.3,77.4,4,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2017,4.3,14.1,78,3.6,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2018,4.7,14.8,76.6,3.8,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2019,5.1,13.9,77.1,4,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Emilia-Romagna
2009,7.2,17.2,70.6,5,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2010,6.9,18,68.9,6.2,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2011,6.3,18.9,68.3,6.6,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2012,6,18.7,68.3,7,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2013,6.6,15.3,70.4,7.7,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2014,6.2,14.8,72.2,6.7,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2015,5.9,17.7,71.7,4.7,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2016,6.1,17.9,71.8,4.1,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2017,6.2,19,70.4,4.4,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2018,6.2,19.2,69.9,4.7,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2019,7.1,17.9,70.7,4.2,100,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Emilia-Romagna
2009,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2010,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2011,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2012,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2013,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2014,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2015,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2016,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2017,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2018,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2019,#,#,#,#,#,g1V30927R09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Emilia-Romagna
2009,4.6,13.6,76.4,5.4,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2010,4.3,13.4,76.1,6.1,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2011,4,13,75.9,7.1,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2012,3.1,13.4,74.7,8.8,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2013,3.2,14.2,74.2,8.5,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2014,3.9,15.3,74,6.8,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2015,4,14.5,75.7,5.9,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2016,4.3,13.3,77.5,5,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2017,4.1,13.6,77.1,5.2,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2018,4.2,14.4,77.2,4.2,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2019,4.7,15.3,76.4,3.6,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Toscana
2009,6.1,18.2,70.5,5.3,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2010,6,17.3,70.9,5.8,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2011,6.9,16.7,69.8,6.6,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2012,6.9,15.9,69.5,7.7,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2013,6.3,15.7,70.1,7.8,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2014,6.5,16.9,69.6,7,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2015,6,16.5,70.9,6.6,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2016,5.5,17.4,70.9,6.2,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2017,6.1,18.3,70.3,5.4,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2018,5.9,19.3,70.6,4.2,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2019,5.8,19.2,70.9,4.2,100,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Toscana
2009,#,#,#,#,#,g1V30927R09OJ200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Toscana
