anno,Limitazioni gravi,Limitazioni non gravi,Senza limitazioni,Non indicato,Totale,file,tavola,pagina,regione
2018,16.4,40.2,39.5,4,100,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Trentino Alto Adige / Südtirol
2019,16.1,37.5,41.8,4.6,100,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Trentino Alto Adige / Südtirol
2009,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2010,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2011,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2012,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2013,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2014,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2015,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2016,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2017,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2018,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2019,#,#,#,#,#,g1V30927P09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Trentino Alto Adige / Südtirol
2009,1.4,7.7,81.6,9.3,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2010,2,7.6,80.9,9.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2011,2.4,7.9,81.4,8.2,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2012,2.1,8.1,82.9,6.8,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2013,1.6,7.7,83.7,6.9,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2014,1.4,7.1,83.7,7.8,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2015,1.4,6.8,82.3,9.5,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2016,1.5,6.8,82.1,9.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2017,1.3,7.4,84.1,7.2,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2018,1.4,7.8,84.7,6.1,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2019,1.5,6.3,86.1,6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Veneto
2009,2.9,17.6,71.8,7.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2010,3.9,17.4,71,7.7,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2011,3.9,17.4,71,7.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2012,3.6,17.2,71.3,7.8,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2013,3.9,17.9,70,8.2,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2014,4.3,19,69.2,7.4,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2015,4.4,17.5,70.2,7.8,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2016,3.5,17.9,70.4,8.1,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2017,3.2,19.1,72,5.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2018,3.8,19,72.7,4.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2019,4.1,17.8,72.8,5.3,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Veneto
2009,11.5,29.6,52.5,6.4,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2010,11.2,27.5,53.6,7.7,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2011,9.2,28.6,54.7,7.5,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2012,9.5,29.1,53.7,7.7,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2013,8.4,32.6,51.5,7.5,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2014,6.2,31.3,53.6,8.9,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2015,6.2,28.2,56.9,8.7,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2016,5.4,30.4,56.5,7.8,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2017,6,31.4,55.2,7.4,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2018,6.8,30.5,56.9,5.8,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2019,6.5,29.1,58.3,6.2,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Veneto
2009,25.4,32.2,38.8,3.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2010,24.6,37.4,32.4,5.7,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2011,22.2,38.1,32.1,7.6,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2012,21.9,33.1,40.1,4.9,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2013,23.1,32.4,40.2,4.4,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2014,22.2,38.1,34.2,5.5,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2015,20.4,37.7,33.1,8.8,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2016,20.9,34.4,35.6,9.1,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2017,20.7,37.5,37.8,3.9,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2018,20.7,38.2,37.3,3.7,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2019,20.9,37.1,35.6,6.4,100,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Veneto
2009,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2010,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2011,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2012,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2013,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2014,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2015,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2016,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2017,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2018,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2019,#,#,#,#,#,g1V30927P09OI201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Veneto
2009,1.4,7.9,78.9,11.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2010,1.5,7.8,78.7,12,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2011,1.6,6.9,83.1,8.4,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2012,1,5.5,83.6,9.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2013,0.9,5.8,82.3,11,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2014,1.7,6.7,81.8,9.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2015,1.7,6.5,81.6,10.2,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2016,1.1,6.7,81.6,10.6,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2017,1.1,7.4,85.1,6.5,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2018,1.4,7.3,86.4,4.9,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2019,1.4,6.8,86.4,5.4,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Friuli-Venezia Giulia
2009,4.2,16.7,67.4,11.6,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2010,4.1,18.8,68.1,9,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2011,4.1,19,70,6.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2012,4.9,16.4,67.3,11.4,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2013,3.9,16.5,66.2,13.5,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2014,3.4,17.6,68.4,10.7,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2015,3.4,16.2,68.4,12,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2016,2.7,16.7,69.5,11.1,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2017,3.2,18.4,72.1,6.3,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2018,3.9,19.6,71,5.5,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2019,3.6,18.1,72.1,6.3,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Friuli-Venezia Giulia
2009,8.2,30,54.5,7.3,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2010,7.4,26.6,58.2,7.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2011,9.1,26,58.1,6.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2012,11.3,26.2,54.6,8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2013,8.4,23.6,56.2,11.7,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2014,8.6,29,53.9,8.5,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2015,7.8,30.5,54.3,7.4,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2016,6.3,25.3,60.9,7.5,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2017,6,27.7,59.6,6.7,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2018,6.9,31.2,55.8,6.1,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2019,8.2,27.2,59.5,5.1,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Friuli-Venezia Giulia
2009,21.3,35.6,35.3,7.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2010,23.6,33.4,35.8,7.1,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2011,21.4,36.7,36.1,5.7,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2012,24.5,34.1,34.5,7,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2013,23.3,34,33.5,9.2,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2014,22.1,31.3,37.5,9.1,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2015,22.6,29,37.7,10.7,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2016,20.6,31.9,38.5,9,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2017,18.4,38.1,39.7,3.8,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2018,17.9,40.6,37,4.5,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2019,20.5,38.2,35.7,5.5,100,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Friuli-Venezia Giulia
2009,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2010,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2011,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2012,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2013,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2014,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2015,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2016,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2017,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2018,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2019,#,#,#,#,#,g1V30927P09OI202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Friuli-Venezia Giulia
2009,2,7.4,83.8,6.8,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2010,1.7,8.3,82.4,7.6,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2011,1.2,8.1,83.7,7,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2012,1.3,6.5,84.3,7.9,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2013,1.5,5.3,84.3,8.9,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2014,1.3,6,85.5,7.2,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2015,1.4,7.3,86.1,5.3,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2016,1.2,7.6,86.6,4.6,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2017,1.5,7.3,87.4,3.9,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2018,1.9,6.4,87.1,4.6,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2019,1.9,6.2,87.3,4.5,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Emilia-Romagna
2009,4.4,18.7,72.6,4.3,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Emilia-Romagna
2010,3.8,17.5,73.1,5.5,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Emilia-Romagna
2011,3.4,18.6,70.9,7.2,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Emilia-Romagna
2012,3.1,17.6,71.4,7.9,100,g1V30927P09OI203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Emilia-Romagna
