anno,Limitazioni gravi,Limitazioni non gravi,Senza limitazioni,Non indicato,Totale,file,tavola,pagina,regione
2017,21,89,443,33,586,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Friuli-Venezia Giulia
2018,19,101,437,28,586,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Friuli-Venezia Giulia
2019,23,95,437,32,587,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Friuli-Venezia Giulia
2009,36,114,415,61,625,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2010,37,108,425,59,628,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2011,38,109,434,47,628,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2012,43,101,421,62,627,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2013,39,100,415,74,629,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2014,43,112,416,61,631,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2015,45,108,416,61,629,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2016,34,101,426,63,625,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2017,33,117,431,41,623,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2018,41,120,425,34,621,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2019,41,109,432,37,619,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Friuli-Venezia Giulia
2009,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2010,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2011,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2012,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2013,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2014,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2015,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2016,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2017,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2018,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2019,0,0,0,0,0,g1V20926V09OI202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Friuli-Venezia Giulia
2009,81,241,1351,96,1769,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2010,77,239,1356,109,1781,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2011,72,232,1354,127,1785,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2012,56,239,1334,157,1786,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2013,57,254,1334,152,1797,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2014,71,276,1338,124,1808,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2015,71,262,1365,106,1804,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2016,77,238,1393,89,1797,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2017,74,244,1384,93,1796,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2018,76,259,1386,75,1797,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2019,85,274,1372,64,1795,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Toscana
2009,115,345,1337,101,1898,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2010,115,331,1356,110,1912,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2011,133,322,1341,126,1923,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2012,133,307,1341,148,1929,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2013,123,305,1359,151,1938,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2014,127,328,1353,137,1945,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2015,118,320,1377,128,1943,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2016,107,337,1371,120,1935,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2017,117,353,1357,104,1931,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2018,114,372,1361,81,1927,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2019,111,368,1361,81,1921,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Toscana
2009,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2010,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2011,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2012,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2013,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2014,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2015,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2016,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2017,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2018,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2019,0,0,0,0,0,g1V20926V09OJ200000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Toscana
2009,26,61,310,30,427,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2010,31,62,303,34,430,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2011,28,66,308,27,428,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2012,27,60,313,25,425,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2013,25,59,322,25,431,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2014,23,66,319,27,436,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2015,23,64,322,22,431,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2016,25,65,316,20,426,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2017,29,62,309,25,425,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2018,27,68,313,17,424,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2019,22,75,316,10,423,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Umbria
2009,40,74,302,40,456,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2010,48,76,295,42,461,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2011,43,81,309,29,462,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2012,38,83,306,33,461,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2013,37,80,319,29,465,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2014,35,77,335,23,469,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2015,34,75,334,23,466,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2016,41,78,315,28,462,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2017,48,84,297,31,460,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2018,46,95,298,19,458,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2019,39,92,311,13,455,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Umbria
2009,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2010,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2011,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2012,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2013,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2014,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2015,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2016,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2017,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2018,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2019,0,0,0,0,0,g1V20926V09OJ201000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Umbria
2009,42,113,549,53,756,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2010,41,116,543,62,762,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2011,41,92,554,68,755,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2012,33,89,536,90,748,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2013,27,101,541,84,753,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2014,31,105,569,52,757,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2015,37,109,565,42,753,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2016,40,113,555,39,747,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2017,34,114,565,31,744,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2018,36,112,561,33,742,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2019,41,114,537,49,740,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Marche
2009,55,142,538,61,796,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2010,52,133,558,59,803,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2011,55,123,557,66,800,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2012,46,125,531,94,796,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2013,40,131,540,90,800,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2014,47,139,562,55,803,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2015,50,152,557,40,799,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2016,49,154,557,35,794,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2017,51,135,572,33,790,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2018,55,128,558,45,786,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2019,54,136,533,59,782,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Marche
2009,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2010,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2011,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2012,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2013,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2014,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2015,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2016,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2017,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2018,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2019,0,0,0,0,0,g1V20926V09OJ202000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Marche
2009,106,363,1959,241,2670,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2010,122,381,1912,284,2699,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2011,130,364,1921,270,2684,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2012,122,308,1970,271,2671,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2013,124,314,2061,240,2739,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2014,134,360,2109,199,2802,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2015,152,353,2129,187,2821,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2016,139,339,2205,146,2830,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2017,117,363,2238,114,2832,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2018,127,433,2170,107,2837,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2019,135,422,2146,130,2833,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,maschi,Lazio
2009,171,454,1987,267,2879,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2010,185,482,1958,285,2910,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2011,171,442,2001,287,2901,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2012,154,394,2049,295,2893,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2013,167,430,2103,253,2952,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2014,167,485,2121,232,3005,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2015,184,472,2144,223,3023,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2016,200,474,2188,170,3032,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2017,187,495,2225,126,3033,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2018,175,500,2230,128,3032,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2019,181,507,2197,142,3026,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,femmine,Lazio
2009,0,0,0,0,0,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Lazio
2010,0,0,0,0,0,g1V20926V09OJ203000000_st,Tavola: a.1 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori assoluti in migliaia) per sesso,non indicato,Lazio
